OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Verified_Coordinates,Coordinates_Match,Latitude_err,Longitude_err
239,2016,SPS-District K-12,K-12 School,Gatewood Elementary,4320 SW Myrtle,Seattle,WA,98136.0,4315700020,1,SOUTHWEST,47.54025,-122.3885,1991,1.0,3,58118,0,58118,K-12 School,K-12 School,59014.0,,,97.0,23.79999924,25.70000076,66.09999847,69.59999847,1407277.25,1519074.75,0.0,339524.3125,1158457.0,2488.200928,248820.0,True,Error - Correct Default Data,21.29,0.37,"(47.54022, -122.3891)",False,-3.0000000002416982e-05,-0.0006000000000057071
241,2016,NonResidential,Hotel,Hotel Nexus,2140 N. Northgate Way,Seattle,WA,98133.0,4468400005,5,NORTHWEST,47.70916,-122.33216,1968,1.0,4,64893,0,64893,Hotel,Hotel,64893.0,,,70.0,95.5,95.69999695,184.6999969,185.3999939,6197825.0,6211749.5,0.0,768038.625,2620548.0,35772.76953,3577277.0,False,Compliant,208.26,3.21,"(47.70923, -122.3326)",False,7.000000000090267e-05,-0.00043999999999755346
242,2016,SPS-District K-12,K-12 School,Olympic View Elementary,504 N.E. 95th St.,Seattle,WA,98115.0,5100404840,5,NORTH,47.69823,-122.32126,1989,1.0,2,52792,0,52792,K-12 School,K-12 School,55480.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,0.0,0.0,"(47.60383, -122.33006)",False,-0.09440000000000026,-0.008800000000007913
243,2016,SPS-District K-12,K-12 School,Van Asselt Building - Old,7201 Beacon Ave. S.,Seattle,WA,98108.0,5129000050,2,GREATER DUWAMISH,47.53809,-122.29591,1925,1.0,1,70762,0,70762,K-12 School,K-12 School,70762.0,,,87.0,51.0,58.5,68.0,76.5,3606416.0,4138032.75,0.0,143935.0,491106.0,31153.0957,3115310.0,True,Error - Correct Default Data,168.88,2.39,"(47.53822, -122.29645)",False,0.00013000000000573664,-0.0005399999999866623
244,2016,NonResidential,Small- and Mid-Sized Office,Washington Park Building,76-80 S washington st,Seattle,WA,98104.0,5247800030,7,DOWNTOWN,47.60105,-122.33518,1900,1.0,3,44558,0,44558,"Office, Restaurant, Self-Storage Facility",Office,34416.0,Self-Storage Facility,7672.0,78.0,37.59999847,38.59999847,101.3000031,103.6999969,1677002.25,1722053.0,0.0,386177.4063,1317637.0,3593.650146,359365.0,False,Compliant,28.27,0.63,"(47.60089, -122.33424)",False,-0.0001600000000010482,0.0009399999999999409
245,2016,NonResidential,Other,CenturyLink,800 Occidental Ave. South,Seattle,WA,98134.0,7666204876,2,GREATER DUWAMISH,47.59544,-122.33159,1999,1.0,6,1585960,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,37.70000076,39.20000076,104.6999969,106.3000031,59757440.0,62160304.0,0.0,14490010.0,49439914.0,103175.1797,10317518.0,False,Compliant,892.63,0.56,"(47.59535, -122.33164)",False,-9.000000000014552e-05,-4.999999998744897e-05
247,2016,Nonresidential COS,Distribution Center,SCL SSC Building A,3613 4th Ave S,Seattle,WA,98134.0,7666205660,2,GREATER DUWAMISH,47.57199,-122.32811,1924,1.0,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,,52.20000076,56.29999924,156.3000031,167.6000061,9436408.0,10168523.0,0.0,2570956.75,8772104.0,6643.02002,664302.0,False,Compliant,96.43,0.54,"(47.56914, -122.33042)",False,-0.0028500000000022396,-0.002310000000008472
248,2016,Nonresidential COS,Warehouse,SCL SSC Building B,3613 4th Ave S,Seattle,WA,98134.0,7666205660,2,GREATER DUWAMISH,47.57199,-122.32811,1965,1.0,2,58640,0,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,,55.90000153,61.5,175.3999939,193.1999969,3928695.25,4327563.5,0.0,1151434.625,3928695.0,0.0,0.0,False,Compliant,27.39,0.47,"(47.56914, -122.33042)",False,-0.0028500000000022396,-0.002310000000008472
249,2016,NonResidential,Other,Safeco Field,1250 First Avenue South,Seattle,WA,98134.0,7666206483,2,GREATER DUWAMISH,47.59085,-122.33354,1999,1.0,3,1172127,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,,,50.09999847,49.0,125.0999985,121.4000015,58761304.0,57406988.0,0.0,11905739.0,40622381.0,181389.2031,18138920.0,False,Compliant,1246.55,1.06,,False,,
250,2016,NonResidential,Hotel,Silver Cloud Hotel - Stadium,1046 1st Ave S,Seattle,WA,98134.0,7666206720,2,GREATER DUWAMISH,47.59269,-122.33372,2005,1.0,9,168449,14567,153882,"Food Service, Hotel, Parking",Hotel,135006.0,Parking,20600.0,64.0,88.19999695,89.19999695,183.0,182.6999969,12726789.0,12871628.0,0.0,1826563.0,6232233.0,64945.55078,6494555.0,False,Compliant,388.37,2.31,"(47.59257, -122.33351)",False,-0.00011999999999545707,0.0002099999999956026
257,2016,NonResidential,Warehouse,Harbor Island: Warehouse E - DNRP-SWD,3235 16TH AVE SW,Seattle,WA,98134.0,7666703020,1,GREATER DUWAMISH,47.57507,-122.35747,1916,0.0,4,79600,0,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,,,34.0,30.29999924,30.29999924,95.09999847,95.09999847,2411402.25,2411402.25,0.0,706741.5,2411402.0,0.0,0.0,False,Compliant,16.81,0.21,"(47.57473, -122.35603)",False,-0.0003399999999942338,0.0014400000000023283
260,2016,SPS-District K-12,K-12 School,Lincoln Building,4400 Interlake Ave N,Seattle,WA,98103.0,7821200700,4,LAKE UNION,47.65996,-122.33962,1997,1.0,4,241066,0,241066,K-12 School,K-12 School,241066.0,,,79.0,32.29999924,36.90000153,60.79999924,66.19999695,7791957.0,8886716.0,0.0,907478.3125,3096316.0,46956.40625,4695641.0,True,Error - Correct Default Data,270.97,1.12,"(47.65994, -122.33966)",False,-1.9999999999242846e-05,-3.999999999848569e-05
261,2016,Campus,Large Office,South Park,1420 S Trenton,Seattle,WA,98108.0,7883608601,1,GREATER DUWAMISH,47.52429,-122.31234,1980,14.0,2,334368,31874,302494,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984.0,Laboratory,72963.0,,159.8999939,161.8999939,451.2000122,453.2999878,53466684.0,54136068.0,0.0,13282936.0,45321378.0,81453.0,8145300.0,False,Compliant,748.55,2.24,"(47.52379, -122.31128)",False,-0.0005000000000023874,0.0010600000000096088
263,2016,NonResidential,Other,Building 1,316 NE Thornton Place,Seattle,WA,98125.0,8632880000,5,NORTH,47.70281,-122.32532,2008,1.0,6,419848,335109,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,Movie Theater,65000.0,,107.8000031,109.0,285.7000122,285.1000061,9134963.0,9238992.0,0.0,2050189.25,6995246.0,21397.16016,2139716.0,False,Compliant,162.41,0.39,"(47.70279, -122.32533)",False,-1.9999999999242846e-05,-9.999999988963282e-06
264,2016,NonResidential,Mixed Use Property,TriBeCa,516 1st Ave W,Seattle,WA,98119.0,8681450000,7,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,2002,1.0,4,110785,0,110785,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,58563.0,Supermarket/Grocery Store,48520.0,,95.30000305,98.09999847,291.3999939,299.0,10557910.0,10864032.0,0.0,2971733.5,10139555.0,4183.540039,418354.0,False,Compliant,92.91,0.84,"(47.62338, -122.35752)",False,-0.0005200000000016303,4.0000000012696546e-05
265,2016,Multifamily MR (5-9),Mid-Rise Multifamily,YWCA Opportunity Place,2024 3rd Avenue,Seattle,WA,98121.0,8729690000,7,DOWNTOWN,47.61316,-122.34153,2003,1.0,7,116947,0,116947,"Multifamily Housing, Office, Other - Lodging/Residential, Retail Store",Multifamily Housing,81740.0,Office,27403.0,,79.90000153,83.09999847,175.3999939,178.8000031,10040121.0,10442680.0,0.0,1612727.625,5502627.0,45374.94141,4537494.0,False,Compliant,279.35,2.39,"(47.61315, -122.34153)",False,-1.0000000003174137e-05,0.0
267,2016,NonResidential,Hotel,Grand Hyatt Seattle,721 Pine St,Seattle,WA,98101.0,6792120000,7,DOWNTOWN,47.61275,-122.3333,1999,1.0,0,934292,0,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536.0,Parking,438756.0,,117.9000015,120.5,272.8999939,278.2000122,65047284.0,66502836.0,0.0,11536962.0,39364114.0,256831.625,25683162.0,False,Compliant,1638.46,1.75,"(47.61253, -122.33373)",False,-0.00021999999999877673,-0.0004300000000085902
268,2016,NonResidential,Hospital,Swedish Cherry Hill,500 17th Ave,Seattle,WA,98122.0,7942600331,3,CENTRAL,47.60705,-122.30966,1990,6.0,5,597519,0,597519,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),601615.0,Parking,48607.0,34.0,238.3999939,244.8000031,454.3999939,459.2000122,143423024.0,147299056.0,0.0,17220084.0,58754927.0,846680.9375,84668094.0,False,Compliant,4906.33,8.21,"(47.60785, -122.31094)",False,0.0007999999999981355,-0.0012800000000083855
273,2016,SPS-District K-12,K-12 School,Highland Park Elementary,1012 S.W. Trenton St.,Seattle,WA,98106.0,7972603210,1,DELRIDGE,47.52518,-122.34828,1999,1.0,1,71714,0,71714,K-12 School,K-12 School,71714.0,,,87.0,33.09999847,34.5,91.40000153,93.90000153,2371358.0,2470597.75,0.0,569817.125,1944216.0,4271.419434,427142.0,True,Error - Correct Default Data,36.24,0.51,,False,,
274,2016,NonResidential,Warehouse,27020-Seattle / Stone Way North,3600 Stone Way North,Seattle,WA,98103.0,8033700250,4,LAKE UNION,47.65097,-122.34227,1991,1.0,3,75397,8161,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,Parking,8161.0,91.0,8.199999809,8.5,21.70000076,22.10000038,549181.375,571637.5,0.0,124086.0,423381.0,1258.0,125800.0,False,Compliant,9.63,0.13,"(47.65082, -122.34225)",False,-0.00014999999999787406,1.9999999992137418e-05
276,2016,NonResidential,Hospital,Harborview Medical Center,325 9th Ave.,Seattle,WA,98104.0,8590900220,3,EAST,47.60399,-122.32377,2000,9.0,8,1158691,0,1158691,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1350182.0,Parking,387651.0,29.0,217.1000061,219.6999969,502.8999939,502.7999878,293090784.0,296671744.0,122575032.0,49438336.0,168683602.0,18321.29102,1832129.0,False,Compliant,10734.57,9.26,"(47.6043, -122.32407)",False,0.00030999999999892225,-0.00030000000000995897
278,2016,NonResidential,Senior Care Community,ID Village Square 1,802 S. Dearborn St.,Seattle,WA,98104.0,8592900105,2,DOWNTOWN,47.59626,-122.3218,1999,1.0,5,102796,12611,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,Medical Office,40091.0,,98.30000305,100.0,254.3000031,256.1000061,10105379.0,10281401.0,0.0,2177261.5,7428816.0,26765.61133,2676561.0,False,Compliant,193.94,1.89,"(47.59645, -122.32183)",False,0.00018999999999635975,-3.000000000952241e-05
279,2016,SPS-District K-12,K-12 School,West Seattle High,3000 California Ave SW,Seattle,WA,98116.0,8702100050,1,SOUTHWEST,47.57678,-122.38459,2002,1.0,2,208981,0,208981,K-12 School,K-12 School,208981.0,,,80.0,39.09999847,43.20000076,90.0,95.19999695,8164853.0,9030149.0,0.0,1434598.625,4894851.0,32700.02148,3270002.0,True,Error - Correct Default Data,207.79,0.99,"(47.57611, -122.38504)",False,-0.0006699999999995043,-0.0004500000000007276
280,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Wintonia,1431 Minor Ave,Seattle,WA,98101.0,8725600350,7,EAST,47.6136,-122.32785,1909,1.0,6,51976,0,51976,Multifamily Housing,Multifamily Housing,50350.0,,,34.0,83.19999695,89.0,156.8000031,162.8999939,4189569.25,4480534.5,0.0,490372.4063,1673151.0,25164.1875,2516419.0,False,Compliant,145.31,2.8,"(47.61361, -122.32785)",False,1.0000000003174137e-05,0.0
281,2016,NonResidential,K-12 School,University HTS Grade School,5031 University Way NE,Seattle,WA,98105.0,8816400900,4,NORTHEAST,47.66568,-122.31368,1928,1.0,2,55653,0,55653,K-12 School,K-12 School,55500.0,,,98.0,24.79999924,28.79999924,26.29999924,30.5,1377627.0,1597907.25,0.0,1798.900024,6138.0,13714.89063,1371489.0,False,Compliant,72.88,1.31,"(47.66587, -122.31355)",False,0.00018999999999635975,0.0001299999999986312
282,2016,NonResidential,Hotel,Hotel Deca,4507 Brooklyn Ave NE,Seattle,WA,98105.0,8817400055,4,NORTHEAST,47.66151,-122.31457,1931,1.0,16,106860,0,106860,Hotel,Hotel,106860.0,,,49.0,111.6999969,118.0999985,186.8999939,190.6999969,11935719.0,12616417.0,0.0,1043886.875,3561742.0,83739.75781,8373976.0,False,Compliant,469.57,4.39,"(47.66143, -122.31464)",False,-7.999999999697138e-05,-6.999999999379725e-05
283,2016,NonResidential,Small- and Mid-Sized Office,Lake City Center,12360 Lake City Way NE,Seattle,WA,98125.0,8822900465,5,NORTH,47.71895,-122.29475,1972,1.0,5,50759,0,50759,"Office, Restaurant",Office,47079.0,Restaurant,3680.0,62.0,62.0,65.40000153,170.3999939,174.1000061,3147042.0,3321734.0,0.0,749863.125,2558533.0,5885.089844,588509.0,False,Compliant,49.09,0.97,"(47.71876, -122.29478)",False,-0.00018999999999635975,-3.000000000952241e-05
284,2016,NonResidential,Worship Facility,University Congregational United Church of Christ,4505 16TH AVE NE,Seattle,WA,98105.0,8823902255,4,NORTHEAST,47.66182,-122.31113,1952,1.0,2,56772,0,56772,Worship Facility,Worship Facility,56772.0,,,46.0,43.0,48.70000076,81.0,87.80000305,2439484.75,2762805.5,0.0,285789.1875,975113.0,14643.7207,1464372.0,False,Compliant,84.57,1.49,"(47.66185, -122.31117)",False,3.0000000002416982e-05,-3.999999999848569e-05
285,2016,NonResidential,Worship Facility,University Presbyterian Church,4540 15th Avenue NE,Seattle,WA,98105.0,8823902325,4,NORTHEAST,47.6626,-122.31164,1952,1.0,3,103000,0,103000,Worship Facility,Worship Facility,103000.0,,,42.0,47.09999847,52.29999924,96.90000153,102.4000015,4854429.5,5391782.0,0.0,685356.0,2338435.0,25159.94531,2515995.0,False,Compliant,149.93,1.46,"(47.66257, -122.31144)",False,-2.9999999995311555e-05,0.00019999999999242846
286,2016,SPS-District K-12,K-12 School,Roosevelt High,1410 N.E. 66th St.,Seattle,WA,98115.0,8826900005,4,NORTHEAST,47.67723,-122.31281,2006,1.0,3,269297,0,269297,K-12 School,K-12 School,269297.0,,,80.0,39.0,41.59999847,96.80000305,99.59999847,10498344.0,11208195.0,0.0,2111361.25,7203965.0,32943.78516,3294379.0,True,Error - Correct Default Data,225.19,0.84,"(47.60383, -122.33006)",False,-0.07339999999999947,-0.017250000000004206
287,2016,SPS-District K-12,K-12 School,Bryant Elementary,3311 N.E. 60th,Seattle,WA,98115.0,8827900180,4,NORTHEAST,47.67184,-122.29221,2001,1.0,3,75174,0,75174,K-12 School,K-12 School,75174.0,,,77.0,36.40000153,40.09999847,82.40000153,87.59999847,2733846.0,3011741.75,0.0,465868.5,1589543.0,11443.02246,1144302.0,True,Error - Correct Default Data,71.86,0.96,,False,,
289,2016,SPS-District K-12,K-12 School,Frantz Coe Elementary,2424 7th Ave W.,Seattle,WA,98119.0,9270200005,7,MAGNOLIA / QUEEN ANNE,47.64052,-122.3656,2003,1.0,3,75214,0,75214,K-12 School,K-12 School,75214.0,,,88.0,31.0,32.70000076,80.80000305,82.5,2334260.0,2457326.25,0.0,508113.9063,1733685.0,6005.752441,600575.0,True,Error - Correct Default Data,43.98,0.58,"(47.64068, -122.36561)",False,0.0001600000000010482,-1.0000000003174137e-05
290,2016,SPS-District K-12,K-12 School,Madison Middle,3429 45th Ave. S.W.,Seattle,WA,98116.0,9278300005,1,SOUTHWEST,47.57298,-122.39028,2005,1.0,3,134918,0,134918,K-12 School,K-12 School,134918.0,,,91.0,28.29999924,30.60000038,74.59999847,79.0,3822102.5,4135198.25,0.0,848506.625,2895105.0,9269.976563,926998.0,True,Error - Correct Default Data,69.42,0.51,"(47.60383, -122.33006)",False,0.030850000000000932,0.06022000000000105
291,2016,SPS-District K-12,K-12 School,Thurgood Marshall Elementary,2401 S. Irving St.,Seattle,WA,98144.0,9344400300,3,CENTRAL,47.59096,-122.29985,1991,1.0,2,64414,0,64414,K-12 School,K-12 School,65310.0,,,67.0,35.09999847,37.59999847,110.3000031,117.9000015,2295176.5,2453255.5,0.0,672677.6875,2295176.0,0.0,0.0,True,Error - Correct Default Data,16.0,0.25,"(47.59085, -122.29948)",False,-0.00010999999999938836,0.0003700000000037562
292,2016,SPS-District K-12,K-12 School,John Marshall Building,520 N.E. Ravenna Blvd.,Seattle,WA,98115.0,9528103775,6,NORTHWEST,47.67725,-122.32232,1927,1.0,3,92437,0,92437,K-12 School,K-12 School,92437.0,,,78.0,50.0,57.09999847,74.40000153,81.90000153,4626443.0,5280739.0,0.0,283665.3125,967866.0,36585.76953,3658577.0,True,Error - Correct Default Data,201.05,2.17,,False,,
293,2016,NonResidential,Other,ACT Theatre,700 Union St,Seattle,WA,98101.0,2141290000,7,DOWNTOWN,47.61103,-122.33238,1914,1.0,7,128766,0,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,Other,12876.0,,47.0,47.0,142.3999939,142.3999939,6057410.0,6057410.0,0.0,1680143.5,5732650.0,3247.596436,324760.0,False,Compliant,57.21,0.44,"(47.61085, -122.33233)",False,-0.00018000000000029104,5.000000000165983e-05
294,2016,NonResidential,Residence Hall,Women's Residence at Seneca,1118 5th Avenue,Seattle,WA,98101.0,2301950000,7,DOWNTOWN,47.6079,-122.33266,1913,1.0,9,107572,0,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934.0,Office,27143.0,76.0,54.79999924,57.79999924,113.5,117.0999985,5572503.0,5879083.0,3076446.5,731552.1875,2496056.0,0.0,0.0,False,Compliant,254.87,2.37,"(47.60788, -122.33281)",False,-1.9999999999242846e-05,-0.00014999999999076863
295,2016,NonResidential,Other,1122 3rd Ave,1122 3rd Ave,Seattle,WA,98101.0,2302700000,7,DOWNTOWN,47.60699,-122.33481,1955,1.0,15,230880,0,230880,Other,Other,203000.0,,,,306.3999939,303.7999878,962.0999756,954.0,62197176.0,61674856.0,0.0,18228948.0,62197171.0,0.0,0.0,False,Compliant,433.6,1.88,"(47.607, -122.33501)",False,9.999999996068709e-06,-0.00019999999999242846
296,2016,Multifamily LR (1-4),Low-Rise Multifamily,Cooper School Artist's Lofts,4408 Delridge Way SW,Seattle,WA,98106.0,3388120000,1,DELRIDGE,47.56379,-122.36301,1917,1.0,4,56617,0,56617,Multifamily Housing,Multifamily Housing,56617.0,,,15.0,35.09999847,38.59999847,80.80000305,88.40000153,1986611.375,2185550.5,0.0,349325.6875,1191899.0,7947.119629,794712.0,False,Compliant,50.52,0.89,"(47.56398, -122.36268)",False,0.00019000000000346517,0.0003300000000052705
297,2016,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE CITY COURT,12730 33RD AVE NE,Seattle,WA,98125.0,3993000000,5,NORTH,47.72232,-122.29181,2009,1.0,6,56745,0,56745,Multifamily Housing,Multifamily Housing,43673.0,,,54.0,56.59999847,59.0,133.8999939,138.5,2473962.5,2574628.5,0.0,455824.8125,1555274.0,9186.879883,918688.0,False,Compliant,59.63,1.05,"(47.72231, -122.29185)",False,-1.0000000003174137e-05,-3.999999999848569e-05
299,2016,Multifamily LR (1-4),Low-Rise Multifamily,Othello Building,3815 S Othello St,Seattle,WA,98118.0,6434000000,2,GREATER DUWAMISH,47.53685,-122.28406,2003,1.0,4,67920,0,67920,"Medical Office, Multifamily Housing, Office, Retail Store",Multifamily Housing,24600.0,Medical Office,12917.0,,63.09999847,65.19999695,193.3999939,199.1999969,2772124.75,2864132.5,0.0,784061.125,2675217.0,969.0799561,96908.0,False,Compliant,23.8,0.35,"(47.53683, -122.28361)",False,-1.9999999999242846e-05,0.0004500000000007276
300,2016,SPS-District K-12,K-12 School,Cleveland STEM High,5511 15th Ave. S.,Seattle,WA,98108.0,7549802085,2,GREATER DUWAMISH,47.55237,-122.31391,2007,1.0,3,204961,0,204961,K-12 School,K-12 School,204961.0,,,94.0,40.0,43.59999847,88.09999847,92.0,8190809.0,8935423.0,0.0,1327293.75,4528726.0,36620.82031,3662082.0,True,Error - Correct Default Data,226.06,1.1,"(47.5523, -122.31483)",False,-7.000000000090267e-05,-0.0009199999999935926
302,2016,NonResidential,Other,Seattle ReadCntr (50/50),Readiness Center - Pier 91,Seattle,WA,98119.0,7666201147,7,MAGNOLIA / QUEEN ANNE,47.63965,-122.3783,1973,1.0,1,76086,0,76086,Other,Other,77810.0,,,,42.0,46.0,86.09999847,90.30000305,3267564.0,3576720.0,0.0,458196.3125,1563366.0,17041.97852,1704198.0,False,Compliant,101.41,1.33,,False,,
313,2016,NonResidential,Medical Office,BMR-201 Elliott Avenue LLC,201 Elliott Avenue West,Seattle,WA,98119.0,7666202190,7,MAGNOLIA / QUEEN ANNE,47.61972,-122.36033,1927,1.0,5,190000,39000,151000,"Medical Office, Office",Medical Office,146741.0,Office,9805.0,1.0,183.5,183.5,443.0,443.0,28731502.0,28731502.0,0.0,5493974.5,18745441.0,99860.58594,9986059.0,False,Compliant,661.04,3.48,"(47.61988, -122.36048)",False,0.0001600000000010482,-0.00014999999999076863
314,2016,NonResidential,Hotel,Edgewater Seattle,2411 Alaskan Way,Seattle,WA,98121.0,7666202317,7,DOWNTOWN,47.6124,-122.35075,1961,1.0,4,122309,0,122309,Hotel,Hotel,122309.0,,,8.0,208.1000061,213.6000061,326.6000061,330.2999878,25453690.0,26122018.0,0.0,1853028.5,6322533.0,191311.5469,19131155.0,False,Compliant,1060.13,8.67,"(47.61254, -122.35284)",False,0.00014000000000180535,-0.0020899999999954844
315,2016,Campus,Other,P66 Bell Harbor International Conference Center & Cruise Terminal.,2225 Alaskan Way,Seattle,WA,98125.0,7666202325,7,DOWNTOWN,47.61137,-122.34947,1995,4.0,3,215476,0,215476,Other,Other,217088.0,,,,110.5999985,113.3000031,248.8999939,251.8000031,24017770.0,24606366.0,0.0,4041281.75,13788853.0,102289.1641,10228916.0,False,Compliant,639.39,2.97,"(47.61172, -122.35032)",False,0.00034999999999740794,-0.0008499999999997954
316,2016,NonResidential,Hotel,337v2-Seattle Waterfront Marriott,2100 Alaskan Way,Seattle,WA,98121.0,7666202345,7,DOWNTOWN,47.61069,-122.34653,2003,1.0,8,254273,38800,215473,Hotel,Hotel,277000.0,,,29.0,96.19999695,96.90000153,204.8999939,205.0,26659244.0,26831896.0,0.0,4033863.5,13763542.0,128957.0,12895700.0,False,Compliant,780.84,3.07,"(47.6107, -122.34649)",False,1.0000000003174137e-05,3.999999999848569e-05
317,2016,Nonresidential COS,Other,Seattle Aquarium,1421 Alaskan Way,Seattle,WA,98101.0,7666202420,7,DOWNTOWN,47.60729,-122.34211,1980,1.0,2,69400,0,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,,213.6999969,219.5,541.7000122,547.7000122,14833476.0,15230290.0,0.0,3087447.25,10534370.0,42991.03906,4299104.0,False,Compliant,301.76,4.35,"(47.59003, -122.33774)",False,-0.017260000000000275,0.004370000000008645
318,2016,NonResidential,Mixed Use Property,Pier 54,1001 Alaskan Way,Seattle,WA,98104.0,7666202495,7,DOWNTOWN,47.6041,-122.33958,1900,1.0,1,62900,0,62900,"Other, Restaurant, Retail Store",Restaurant,32494.0,Other,29793.0,,158.3000031,165.6999969,286.7000122,294.6000061,10394330.0,10883874.0,0.0,1110179.625,3787933.0,66063.96875,6606397.0,False,Compliant,377.27,6.0,"(47.60432, -122.34003)",False,0.00021999999999877673,-0.0004500000000007276
319,2016,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,83 Columbia St.,Seattle,WA,98104.0,7666202580,7,DOWNTOWN,47.60271,-122.33557,1914,1.0,4,56500,0,56500,"Office, Retail Store",Office,33000.0,Retail Store,7000.0,98.0,34.5,37.5,84.5,88.09999847,1380293.625,1500938.5,492761.8125,260120.7031,887532.0,0.0,0.0,False,Compliant,44.22,0.78,"(47.60277, -122.33561)",False,5.999999999772854e-05,-3.999999999848569e-05
